dateiname	speicherzeit
rk20130527_2bvr046213	2017-08-31 12:47:04GMT
rk20020227_2bvr055301	2017-08-31 08:19:52GMT
rk20151123_1bvr226915	2017-08-31 12:14:54GMT
rs20050602_2bvr119803	2017-08-31 11:07:30GMT
lk20001114_1bvl000989	2017-08-31 08:46:08GMT
qs20050615a_2bvq001805	2017-08-31 11:07:04GMT
rk20030204_2bvr031501	2017-08-31 11:41:32GMT
rk19990406_2bvr227997	2017-08-31 09:14:28GMT
rk20060405_1bvr278004	2017-08-31 10:55:28GMT
rs20170711_1bvr157115	2017-08-31 11:44:40GMT
rk19990107_2bvr092997	2017-08-31 09:19:42GMT
rk20000823_1bvr006895	2017-08-31 08:51:26GMT
rk20060622_2bvr085706	2017-08-31 10:51:48GMT
rs20040114_2bvr056495	2017-08-31 11:27:20GMT
qk20000818_1bvq002300	2017-08-31 08:51:44GMT
rk20101020_2bvr206408	2017-08-31 13:23:26GMT
cs20111018_2bvc000511	2017-08-31 13:09:30GMT
rk20140908_1bvr156511	2017-08-31 12:32:40GMT
rk19990308_1bvr005195	2017-08-31 09:16:22GMT
rs20070911_1bvr227005	2017-08-31 10:35:18GMT
rk20151222_1bvr294514	2017-08-31 12:13:32GMT
rk20010328_2bvr001101	2017-08-31 08:38:34GMT
rk20010223_1bvr000401	2017-08-31 08:40:28GMT
fs20150826_2bvf000115	2017-08-31 12:19:56GMT
rk19991111_1bvr075498	2017-08-31 09:06:10GMT
rk20100623_1bvr032410	2017-08-31 13:30:06GMT
rk20010222_1bvr019898	2017-08-31 08:40:46GMT
rk20091012_1bvr073509	2017-08-31 10:01:56GMT
rk20011115_1bvr131401	2017-08-31 08:26:08GMT
rk20080310_1bvr124304	2017-08-31 10:27:28GMT
rk20151005_2bvr255212	2017-08-31 12:18:14GMT
rs20100413_2bvr074301	2017-08-31 13:32:34GMT
rk20060118_2bvr194205	2017-08-31 10:58:58GMT
rk20060620_1bvr267305	2017-08-31 10:52:26GMT
rk20080826_2bvr055308	2017-08-31 10:22:06GMT
rk20170111_1bvr232216	2017-08-31 11:53:30GMT
rk20170927_2bvr169117	2018-03-07 13:58:36GMT
rk20170419_1bvr199413	2017-08-31 11:48:26GMT
rs20100608_1bvr201107	2017-08-31 13:30:42GMT
rk20151028_2bvr161315	2017-08-31 12:15:50GMT
rk20060622_2bvr095705	2017-08-31 10:51:52GMT
rk20040609_1bvr066804	2017-08-31 11:19:12GMT
rk20170316_1bvr308515	2017-08-31 11:49:52GMT
rk20161105_2bvr000616	2017-08-31 11:56:44GMT
rk20000904_2bvr237799	2017-08-31 08:50:48GMT
rk20071122_1bvr262804	2017-08-31 10:33:40GMT
rk20100118_1bvr318909	2017-08-31 09:58:20GMT
ls20170117_2bvl000214	2017-08-31 11:52:58GMT
rk20160506_2bvr089016	2017-08-31 12:07:10GMT
ls20170329_2bvl000611	2017-08-31 11:49:18GMT
rs19981110_1bvr229696	2017-08-31 09:21:46GMT
rk20080904_2bvr147507	2017-08-31 10:21:36GMT
rk19990920_1bvr063695	2017-08-31 09:07:46GMT
rk20000522_2bvr034997	2017-08-31 08:55:14GMT
rk20031002_2bvr014903	2017-08-31 11:31:56GMT
rk20060621_1bvr129905	2017-08-31 10:52:04GMT
rk20011115_1bvr218098	2017-08-31 08:26:02GMT
rk20100112_1bvr036509	2017-08-31 09:58:42GMT
rk20140303_1bvr360613	2017-08-31 12:38:20GMT
rk20021107_1bvr058002	2017-08-31 08:08:30GMT
rk19980312_1bvr163995	2017-08-31 09:31:20GMT
rk20010425_1bvr013201	2017-08-31 08:37:28GMT
rk20010426_1bvr075897	2017-08-31 08:37:16GMT
rk20060222_1bvr213905	2017-08-31 10:57:10GMT
rk20161103_2bvr292114	2017-08-31 11:56:48GMT
rk20060531_2bvr169304	2017-08-31 10:53:24GMT
rk20050628_1bvr182803	2017-08-31 11:06:38GMT
rk20030127_2bvr013001	2017-08-31 08:04:12GMT
rk20130826_2bvr022513	2017-08-31 12:43:58GMT
rk20080128_2bvr011208	2017-08-31 10:31:06GMT
rk20171109_1bvr106914	2018-03-07 13:59:28GMT
rk20070329_2bvr093206	2017-08-31 10:40:40GMT
rs20010403_1bvr008198	2017-08-31 08:38:14GMT
rk20150529_1bvr016315	2017-08-31 12:24:20GMT
rk20130626_1bvr114813	2017-08-31 12:46:40GMT
rk20051123_2bvr151403	2017-08-31 11:01:18GMT
rk20030826_1bvr224302	2017-08-31 11:33:16GMT
rk20010118_1bvr221696	2017-08-31 08:43:22GMT
rk20021206_1bvr191995	2017-08-31 08:06:40GMT
rk20040609_1bvr087204	2017-08-31 11:19:14GMT
rk20081113_2bvr090206	2017-08-31 10:18:32GMT
rk20170830_1bvr112017	2018-03-08 11:58:46GMT
es20140226_2bve000213	2017-08-31 12:38:40GMT
rk20151216_1bvr068512	2017-08-31 12:13:56GMT
rk20081209_2bvr219304	2017-08-31 10:17:00GMT
rk20160425_1bvr114712	2017-08-31 12:07:52GMT
rs20050322_1bvr235704	2017-08-31 11:09:22GMT
rk19990617_2bvr145498	2017-08-31 09:11:52GMT
rk20041129_2bvr103402	2017-08-31 11:13:54GMT
rk20170116_1bvr086113	2017-08-31 11:53:24GMT
rk20131211_1bvr019413	2017-08-31 12:41:12GMT
rk20160921_1bvr182516	2017-08-31 11:58:26GMT
rk20000706_2bvr015900	2017-08-31 08:53:28GMT
qk20090824_2bvq005009	2017-08-31 10:04:32GMT
rk20100113_1bvr310009	2017-08-31 09:58:40GMT
qk20110217_2bvq005010	2017-08-31 13:19:24GMT
rk20081013_1bvr154803	2017-08-31 10:20:20GMT
rk20031002_1bvr152203	2017-08-31 11:31:58GMT
rk20090518_2bvr223307	2017-08-31 10:09:02GMT
rk20100127_2bvr225306	2017-08-31 09:57:58GMT
rk20160622_1bvr164314	2017-08-31 12:04:02GMT
ls20030129_1bvl002099	2017-08-31 08:02:02GMT
rk20090429_2bvr007808	2017-08-31 10:10:24GMT
rs20150127_1bvr047110	2017-08-31 12:28:16GMT
rk20030929_1bvr167703	2017-08-31 11:32:16GMT
rk20001025_1bvr206299	2017-08-31 08:46:58GMT
rk20090608_2bvr084709	2017-08-31 10:08:38GMT
rk20150623_2bvr016115	2017-08-31 12:23:44GMT
rk20140827_1bvr182214	2017-08-31 12:33:12GMT
cs20001009_2bvc000299	2017-08-31 08:48:00GMT
rk20100805_2bvr164610	2017-08-31 13:27:50GMT
ls20140224_1bvl001912	2017-08-31 12:38:54GMT
fs19990706_2bvf000298	2017-08-31 09:11:04GMT
rk19991124_2bvr207198	2017-08-31 09:05:24GMT
rk20021220_2bvr161900	2017-08-31 08:05:14GMT
rk20060601_1bvr220102	2017-08-31 10:53:18GMT
rs20091201_1bvr285707	2017-08-31 09:59:54GMT
rk20150129_2bvr049712	2017-08-31 12:28:14GMT
rs20091208_2bvr075807	2017-08-31 09:59:50GMT
rk20030515_1bvr055203	2017-08-31 11:36:18GMT
rk20101215_2bvr054209	2017-08-31 13:20:50GMT
qk20030310_2bvq000603	2017-08-31 11:39:32GMT
rk20101210_1bvr202004	2017-08-31 13:20:56GMT
rk20030701_2bvr030603	2017-08-31 11:34:28GMT
rk19990906_1bvr101399	2017-08-31 09:08:28GMT
rk20020920_1bvr169102	2017-08-31 08:10:56GMT
rk20010507_1bvr220600	2017-08-31 08:36:46GMT
rs20011024_2bvr150097	2017-08-31 08:27:42GMT
rk20110803_2bvr173910	2017-08-31 13:12:16GMT
rk20000331_2bvr209199	2017-08-31 08:57:22GMT
rk20031013_2bvr132102	2017-08-31 11:31:04GMT
rk20011109_2bvr043601	2017-08-31 08:26:42GMT
rk20150513_2bvr061613	2017-08-31 12:24:46GMT
rk20121230_1bvr123791	2017-08-31 12:50:52GMT
ls20080618_2bvl000607	2017-08-31 10:24:14GMT
rs20021029_1bvr052599	2017-08-31 08:09:04GMT
rk20080225_2bvr058701	2017-08-31 10:29:08GMT
rk20140509_1bvr202011	2017-08-31 12:36:14GMT
es19980401_2bve000198	2017-08-31 09:30:00GMT
rs19991215_1bvr065396	2017-08-31 09:03:40GMT
qk20060302_2bvq001006	2017-08-31 10:56:42GMT
rk20020404_1bvr060502	2017-08-31 08:17:50GMT
rk19980327_2bvr027598	2017-08-31 09:30:28GMT
rk20090204_1bvr336508	2017-08-31 10:14:46GMT
rk20080227_2bvr204407	2017-08-31 10:28:24GMT
bs20010615_2bvb000101	2017-08-31 08:35:12GMT
rk20040628_2bvr137901	2017-08-31 11:18:44GMT
rk20150610_2bvr196712	2017-08-31 12:23:58GMT
rk20080613_1bvr141307	2017-08-31 10:24:16GMT
lk20150311_1bvl000814	2017-08-31 12:27:10GMT
rs20161027_1bvr045810	2017-08-31 11:57:02GMT
rk20120716_1bvr298310	2017-08-31 12:56:26GMT
rk20070508_1bvr019305	2017-08-31 10:39:38GMT
rk20081107_2bvr062906	2017-08-31 10:19:00GMT
rk20070525_1bvr169603	2017-08-31 10:38:56GMT
rk20020812_1bvr101202	2017-08-31 08:12:00GMT
rk20140903_1bvr176811	2017-08-31 12:32:48GMT
rk20160506a_2bvr089016	2017-08-31 12:07:06GMT
rk20121010_2bvr121810	2017-08-31 12:54:10GMT
rs20031105_2bvr124303	2017-08-31 11:30:02GMT
rk19991201_1bvr146296	2017-08-31 09:04:42GMT
rk20070529_1bvr062403	2017-08-31 10:38:46GMT
rk20010210_2bvr138499	2017-08-31 08:41:30GMT
rk19990408_1bvr212693	2017-08-31 09:14:18GMT
rk20091208_2bvr278009	2017-08-31 09:59:36GMT
rk20050317_1bvr198297	2017-08-31 11:09:58GMT
es20011025_2bve000197	2017-08-31 08:27:38GMT
rk20170628_1bvr232416	2017-08-31 11:45:28GMT
rk20080826_2bvr151608	2017-08-31 10:22:18GMT
lk20010109_1bvl000600	2017-08-31 08:43:44GMT
rk20040212_2bvr206003	2017-08-31 11:25:42GMT
rk20170119_2bvr047616	2017-08-31 11:52:44GMT
rk20060201_2bvr205605	2017-08-31 10:58:14GMT
rk20021125_1bvr168102	2017-08-31 08:07:30GMT
rk20070620_1bvr048207	2017-08-31 10:37:12GMT
rk19981125_2bvr089898	2017-08-31 09:20:54GMT
rk20140113_1bvr288413	2017-08-31 12:40:20GMT
rk20040311_1bvr051799	2017-08-31 11:23:54GMT
rk20030224_2bvr208602	2017-08-31 11:40:22GMT
rk20101101_1bvr026110	2017-08-31 13:23:06GMT
rk20161006_1bvr344414	2017-08-31 11:57:48GMT
rk19990115_1bvr194698	2017-08-31 09:19:26GMT
rk20021218_2bvr166002	2017-08-31 08:05:34GMT
rk20020516_2bvr114501	2017-08-31 08:16:04GMT
gs20171121_2bvg000114	2018-03-07 13:57:13GMT
rs20111207_2bvr250009	2017-08-31 13:06:28GMT
rk20010122_1bvr207598	2017-08-31 08:42:44GMT
rk20060823_2bvr022606	2017-08-31 10:49:08GMT
rk20001127_2bvr210999	2017-08-31 08:45:40GMT
rk20020924_2bvr006601	2017-08-31 08:10:52GMT
rk20060620_2bvr036103	2017-08-31 10:52:28GMT
rk20090702_2bvr169107	2017-08-31 10:06:44GMT
rs20121001_1bvr091810	2017-08-31 12:54:36GMT
rk20170113_1bvr286016	2017-08-31 11:53:28GMT
rk20120413_2bvr171710	2017-08-31 13:00:52GMT
rk20150408_2bvr003512	2017-08-31 12:26:32GMT
rk20160808_1bvr052516	2017-08-31 12:00:10GMT
rk19980213_1bvr074396	2017-08-31 09:32:44GMT
rk20070725_1bvr103107	2017-08-31 10:35:56GMT
rs20071023_1bvr078207	2017-08-31 10:34:22GMT
rk20031022_2bvr178403	2017-08-31 11:30:24GMT
rk20120529_1bvr140311	2017-08-31 12:58:30GMT
rk20030228_1bvr018903	2017-08-31 11:39:42GMT
qk20160517_2bvq001916	2017-08-31 12:06:56GMT
rk20000907_1bvr044400	2017-08-31 08:50:36GMT
lk20081120_2bvl001608	2017-08-31 10:18:22GMT
rk20040416_2bvr008803	2017-08-31 11:21:46GMT
rk20070511_2bvr248306	2017-08-31 10:39:28GMT
rk20170704_2bvr139217	2017-08-31 11:44:56GMT
qk20081107a_1bvq004308	2017-08-31 10:18:56GMT
rs20080311_1bvr207405	2017-08-31 10:27:22GMT
rk20080418_1bvr075905	2017-08-31 10:26:06GMT
rk20060216_2bvr095104	2017-08-31 10:57:24GMT
rk20000713_1bvr039500	2017-08-31 08:53:18GMT
rk20020417_1bvr068002	2017-08-31 08:17:16GMT
rk20160421_2bvr027316	2017-08-31 12:08:00GMT
rk20110601_1bvr023310	2017-08-31 13:14:36GMT
rk19980319_2bvr032798	2017-08-31 09:31:14GMT
es20140715_2bve000214	2017-08-31 12:34:18GMT
qk20021127_1bvq002901	2017-08-31 08:07:22GMT
rk20170621_1bvr078117	2017-08-31 11:45:52GMT
rk20101103_2bvr137707	2017-08-31 13:23:02GMT
rk20101210_1bvr173904	2017-08-31 13:20:58GMT
rk20130306_2bvr291812	2017-08-31 12:49:22GMT
rk20111208_1bvr193208	2017-08-31 13:06:08GMT
qk20050913_2bvq003105	2017-08-31 11:02:50GMT
ls19991109_2bvl000595	2017-08-31 09:06:34GMT
rk20010810_2bvr123800	2017-08-31 08:32:10GMT
rk20120321_1bvr249208	2017-08-31 13:01:36GMT
rk20090109_2bvr106408	2017-08-31 10:15:20GMT
rk20111013_2bvr055611	2017-08-31 13:09:38GMT
qk20010326_1bvq001601	2017-08-31 08:38:46GMT
qk20010830_1bvq003601	2017-08-31 08:30:54GMT
rk20001030_2bvr173000	2017-08-31 08:46:44GMT
rk20170703_2bvr140017	2017-08-31 11:45:02GMT
rk20090708_1bvr225108	2017-08-31 10:06:26GMT
es20000822_2bve000294	2017-08-31 08:51:34GMT
qk20000721_1bvq001700	2017-08-31 08:52:46GMT
rk20111027_1bvr202711	2017-08-31 13:08:22GMT
rk20140628_1bvr115712	2017-08-31 12:35:02GMT
rk20010313_1bvr197498	2017-08-31 08:39:52GMT
rk19991202_1bvr158091	2017-08-31 09:04:22GMT
rk20020816_1bvr124197	2017-08-31 08:11:48GMT
rk20140711_2bvr284812	2017-08-31 12:34:20GMT
es20140610_2bve000209	2017-08-31 12:35:46GMT
rk20161221_2bvr253016	2017-08-31 11:53:58GMT
rk20030509_1bvr219000	2017-08-31 11:36:42GMT
rk20081022_2bvr074908	2017-08-31 10:19:48GMT
rk19990225_1bvr078198	2017-08-31 09:16:58GMT
qk20040810_2bvq003404	2017-08-31 11:16:26GMT
rk20030606_1bvr024902	2017-08-31 11:35:16GMT
rk20040414_2bvr050604	2017-08-31 11:21:50GMT
rk20090406_2bvr187408	2017-08-31 10:11:06GMT
rk20160218_2bvr219113	2017-08-31 12:11:30GMT
rk20081020_1bvr227508	2017-08-31 10:20:02GMT
rk19980108_1bvr187294	2017-08-31 09:34:54GMT
rk20161031_1bvr087113	2017-08-31 11:56:54GMT
rk20060614_2bvr062606	2017-08-31 10:52:40GMT
rk20060202_2bvr015506	2017-08-31 10:58:04GMT
rk20170627_2bvr133317	2017-08-31 11:45:32GMT
rk20040219_1bvr041798	2017-08-31 11:25:26GMT
rk20041110_1bvr017903	2017-08-31 11:14:24GMT
rk20051208_2bvr176904	2017-08-31 11:00:26GMT
rk20020130_1bvr154200	2017-08-31 08:22:08GMT
rk20160324_1bvr201213	2017-08-31 12:09:38GMT
qk20160224_1bvq000816	2017-08-31 12:11:20GMT
rk20080929_2bvr168208	2017-08-31 10:20:52GMT
rs20160531_1bvr158513	2017-08-31 12:06:14GMT
rk20040524_1bvr141803	2017-08-31 11:19:50GMT
rk20040503_1bvr047904	2017-08-31 11:20:38GMT
bs20160301_2bvb000113	2017-08-31 12:10:54GMT
rk20161216_1bvr028714	2017-08-31 11:54:38GMT
rk20140702_2bvr105612	2017-08-31 12:34:40GMT
rs19990427_1bvr161394	2017-08-31 09:13:40GMT
cs20170919_2bvc004614	2018-03-07 13:58:59GMT
rk20010420_2bvr015101	2017-08-31 08:37:30GMT
rk20071112_2bvr000906	2017-08-31 10:34:02GMT
rk19980322_2bvr007797	2017-08-31 09:30:54GMT
rk20120606_1bvr050309	2017-08-31 12:58:14GMT
rk20140603_1bvr007909	2017-08-31 12:35:58GMT
rs20040426_1bvr042602	2017-08-31 11:21:28GMT
rk20040731_2bvr188100	2017-08-31 11:16:44GMT
rk20151008_1bvr045514	2017-09-19 13:57:10GMT
rk20090211_1bvr014209	2017-08-31 10:14:30GMT
rk20040729_1bvr132204	2017-08-31 11:16:52GMT
rk20030926_1bvr160802	2017-08-31 11:32:20GMT
rk20111130_1bvr326908	2017-08-31 13:06:52GMT
rk20120404_2bvr002411	2017-08-31 13:01:20GMT
rk19980702_2bvr098998	2017-08-31 09:26:14GMT
rk20061205_2bvr086803	2017-08-31 10:44:56GMT
rk19991006_1bvr211093	2017-08-31 09:07:32GMT
rk20050318_1bvr011301	2017-08-31 11:09:28GMT
rk20170215_2bvr219016	2017-08-31 11:51:24GMT
cs20160706_2bvc006814	2017-08-31 12:03:14GMT
qk20020724_2bvq003802	2017-08-31 08:13:14GMT
rk19990813_2bvr146199	2017-08-31 09:09:28GMT
rs20051025_2bvr052401	2017-08-31 11:01:56GMT
rk19990617_1bvr250797	2017-08-31 09:11:48GMT
qk20120127_1bvq000412	2017-08-31 13:04:20GMT
rs20100720_1bvr074806	2017-08-31 13:28:48GMT
rk20090806_1bvr032209	2017-08-31 10:05:12GMT
rk20061123_1bvr028506	2017-08-31 10:45:24GMT
rk20170222_2bvr039217	2017-08-31 11:51:04GMT
rk20150905_1bvr184615	2017-08-31 12:19:34GMT
rk20130823_1bvr291211	2017-08-31 12:44:02GMT
rk20040128_2bvr114003	2017-08-31 11:26:28GMT
rk20020328_1bvr040802	2017-08-31 08:18:20GMT
rk20160427_1bvr301013	2017-08-31 12:07:38GMT
rk19991024_2bvr153899	2017-08-31 09:07:00GMT
rk20010515_2bvr082601	2017-08-31 08:36:28GMT
cs20150930_2bvc001914	2017-08-31 12:18:32GMT
rk20150928_1bvr321714	2017-08-31 12:18:44GMT
rk20020109_2bvr212401	2017-08-31 08:23:38GMT
rs20151216_2bvr195813	2017-08-31 12:13:58GMT
rk20120611_2bvr072012	2017-08-31 12:58:00GMT
cs20170815_2bvc006714	2017-09-19 12:47:26GMT
rk20010222_2bvr019301	2017-08-31 08:40:38GMT
cs20170725_2bvc000117	2017-08-31 11:43:56GMT
rk20080225_2bvr091203	2017-08-31 10:29:14GMT
lk20010720_2bvl000800	2017-08-31 08:33:16GMT
rk20060524_1bvr106002	2017-08-31 10:53:52GMT
rk19980731_2bvr120698	2017-08-31 09:25:00GMT
rk20150713_1bvr108913	2017-08-31 12:22:40GMT
rk20001109_2bvr156000	2017-08-31 08:46:20GMT
rk20111214_2bvr143011	2017-08-31 13:05:54GMT
rk20100413_1bvr351508	2017-08-31 13:32:36GMT
rk20070125_2bvr002607	2017-08-31 10:43:16GMT
qk20170508_2bvq002317	2017-08-31 11:47:42GMT
rk20010510_1bvr048101	2017-08-31 08:36:34GMT
rs19991110_2bvr286193	2017-08-31 09:06:32GMT
rk20050214_1bvr024004	2017-08-31 11:11:00GMT
rk19981204_2bvr248596	2017-08-31 09:20:38GMT
lk20050610_1bvl000704	2017-08-31 11:07:16GMT
rk20031106_2bvr156802	2017-08-31 11:29:52GMT
rk20100421_2bvr050408	2017-08-31 13:32:08GMT
rk20091029_1bvr223709	2017-08-31 10:01:10GMT
rk20031126_1bvr090803	2017-08-31 11:28:58GMT
lk20100908_2bvl000310	2017-08-31 13:26:04GMT
rk20161004_1bvr277813	2017-08-31 11:57:58GMT
rk20101202_2bvr106710	2017-08-31 13:21:34GMT
rk20090616_1bvr226907	2017-08-31 10:08:06GMT
rk20011025_1bvr107996	2017-08-31 08:27:40GMT
rk20031027_2bvr221100	2017-08-31 11:30:12GMT
qk20140217_2bvq000414	2017-08-31 12:39:10GMT
rk20161030_1bvr176614	2017-08-31 11:56:56GMT
rk20040402_1bvr162003	2017-08-31 11:22:18GMT
rk20020429_2bvr028499	2017-08-31 08:16:48GMT
rk20110413_1bvr082211	2017-08-31 13:16:38GMT
rk20070126_2bvr240806	2017-08-31 10:43:10GMT
rs19980507_2bvr187691	2017-08-31 09:28:04GMT
rk20120202_1bvr306011	2017-08-31 13:03:50GMT
rk20170326_1bvr315615	2017-08-31 11:49:30GMT
rk19990831_2bvr152399	2017-08-31 09:08:40GMT
rk19990503_1bvr131597	2017-08-31 09:13:14GMT
rs20070614_2bvr144705	2017-08-31 10:37:58GMT
rk19990728_1bvr139898	2017-08-31 09:10:18GMT
rk20120523_2bvr061012	2017-08-31 12:58:46GMT
rk20160704_2bvr155214	2017-08-31 12:03:24GMT
rk20130320_2bvr294112	2017-08-31 12:48:38GMT
rk20041006_1bvr041404	2017-08-31 11:15:18GMT
qk20100920_1bvq003410	2017-08-31 13:24:58GMT
rk20010621_1bvr157100	2017-08-31 08:35:00GMT
rk20031028_1bvr107501	2017-08-31 11:30:10GMT
cs20170322_2bvc001515	2017-08-31 11:49:46GMT
rk20050114_2bvr098304	2017-08-31 11:12:08GMT
rk20080630_1bvr115908	2017-08-31 10:23:48GMT
rk20170411_1bvr045217	2017-08-31 11:48:50GMT
rk20021017_2bvr231500	2017-08-31 08:09:26GMT
rk20030121_2bvr040602	2017-08-31 08:04:24GMT
cs20160203_2bvc002614	2017-08-31 12:12:18GMT
rk20050307_1bvr055204	2017-08-31 11:10:22GMT
rk20100105_1bvr298306	2017-08-31 09:58:50GMT
rk20100407_1bvr061210	2017-08-31 13:32:58GMT
qs20120314_2bvq001612	2017-08-31 13:02:04GMT
rk20161004_1bvr309114	2017-08-31 11:57:54GMT
rk20030226_2bvr004303	2017-08-31 11:40:12GMT
rk20060215_1bvr131796	2017-08-31 10:57:30GMT
rk20110907_1bvr216111	2017-08-31 13:10:58GMT
rk19990512_1bvr198895	2017-08-31 09:13:00GMT
rk20090804_1bvr172609	2017-08-31 10:05:30GMT
rs20040429_1bvr126600	2017-08-31 11:21:00GMT
rk20050214_1bvr111200	2017-08-31 11:11:04GMT
rk19990624_1bvr013798	2017-08-31 09:11:16GMT
rk20170816_2bvr023817	2018-03-08 11:59:03GMT
rk20071204_2bvr003806	2017-08-31 10:33:18GMT
rk20100624_1bvr333208	2017-08-31 13:30:00GMT
rk19990617_1bvr150097	2017-08-31 09:11:46GMT
rk20000628_1bvr074100	2017-08-31 08:53:56GMT
rk20160810_1bvr143416	2017-08-31 12:00:02GMT
rk20041215_2bvr221901	2017-08-31 11:12:46GMT
rk20160906_1bvr200116	2017-08-31 11:59:22GMT
rk20100204_2bvr230706	2017-08-31 09:57:36GMT
rk20120507_1bvr265308	2017-08-31 13:00:06GMT
rk19991201_1bvr022899	2017-08-31 09:04:28GMT
es20050823_2bve000505	2017-08-31 11:03:44GMT
rk20160323_1bvr283115	2017-08-31 12:09:48GMT
rk20161107_1bvr108912	2017-08-31 11:56:38GMT
rk20070510_2bvr030407	2017-08-31 10:39:30GMT
cs20001009_2bvc001999	2017-08-31 08:48:34GMT
rk20090318_2bvr202507	2017-08-31 10:11:52GMT
bs20020611_2bvb000101	2017-08-31 08:15:20GMT
ks20030923_2bvk000101	2017-08-31 11:32:36GMT
rs20061212_1bvr257604	2017-08-31 10:44:32GMT
rk20030423_1bvr048103	2017-08-31 11:37:40GMT
rk20030528_2bvr076503	2017-08-31 11:35:44GMT
rk20161220_2bvr154115	2017-08-31 11:54:14GMT
rk19981016_1bvr059096	2017-08-31 09:22:22GMT
fs20040303_1bvf000392	2017-08-31 11:24:40GMT
rk20140923_2bvr254512	2017-08-31 12:32:02GMT
rk20090720_2bvr032809	2017-08-31 10:06:12GMT
rk20140319_1bvr141710	2017-08-31 12:37:36GMT
rk20050602_2bvr062501	2017-08-31 11:07:28GMT
rk20021125_2bvr133502	2017-08-31 08:07:26GMT
rk20030527_2bvr158802	2017-08-31 11:35:48GMT
qk20160524_1bvq001616	2017-08-31 12:06:26GMT
rk20150513_1bvr009911	2017-08-31 12:24:50GMT
rk20040325_2bvr204801	2017-08-31 11:22:58GMT
rk20060717_2bvr119006	2017-08-31 10:50:16GMT
rk20091209_1bvr154206	2017-08-31 09:59:28GMT
rk20040719_1bvr091203	2017-08-31 11:17:28GMT
rk20170926_1bvr148616	2018-03-07 13:58:43GMT
rk20050427_1bvr267404	2017-08-31 11:08:22GMT
rk20160214_1bvr351414	2017-08-31 12:12:04GMT
rk20170609_2bvr033616	2017-08-31 11:46:42GMT
rk20110517_2bvr262510	2017-08-31 13:14:56GMT
rk20010602_2bvr095700	2017-08-31 08:35:32GMT
rk20070503_1bvr184705	2017-08-31 10:39:46GMT
rk20110208_1bvr342508	2017-08-31 13:19:32GMT
rk20110316_1bvr044111	2017-08-31 13:17:56GMT
rk19990318_2bvr171798	2017-08-31 09:15:24GMT
rk20071128_2bvr143107	2017-08-31 10:33:28GMT
rk20160615_1bvr254408	2017-08-31 12:05:10GMT
cs19980114_2bvc002096	2017-08-31 09:34:16GMT
fs20021218_2bvf000102	2017-08-31 08:06:00GMT
rk20000727_1bvr221897	2017-08-31 08:52:32GMT
rk20040331_1bvr035604	2017-08-31 11:22:24GMT
rk20170201_2bvr243815	2017-08-31 11:52:02GMT
rk20130730_1bvr206213	2017-08-31 12:44:44GMT
rk20160330_2bvr049612	2017-08-31 12:09:24GMT
rk19991215_1bvr069490	2017-08-31 09:03:24GMT
rk19981014_1bvr152698	2017-08-31 09:22:34GMT
rk20070326_2bvr100601	2017-08-31 10:40:50GMT
rk20010208_2bvr026699	2017-08-31 08:41:44GMT
rk20110131_2bvr009411	2017-08-31 13:19:52GMT
rk20030522_1bvr107700	2017-08-31 11:35:52GMT
rk19990308_1bvr064595	2017-08-31 09:16:24GMT
rk20020507_1bvr169901	2017-08-31 08:16:34GMT
rk20160705_2bvr171015	2017-08-31 12:03:18GMT
rk20010118_1bvr170000	2017-08-31 08:43:24GMT
rk20041026_1bvr172601	2017-08-31 11:14:36GMT
rk19980331_1bvr216793	2017-08-31 09:30:10GMT
rk20140610_1bvr066914	2017-08-31 12:35:44GMT
rk20001203_2bvr150196	2017-08-31 08:45:24GMT
rk20150929_1bvr112514	2017-08-31 12:18:38GMT
rk20090914_1bvr199309	2017-08-31 10:03:10GMT
rk20010505_2bvr041300	2017-08-31 08:36:56GMT
rk20000426_1bvr129395	2017-08-31 08:55:56GMT
rk20020604_2bvr042602	2017-08-31 08:15:38GMT
rk20160324_2bvr154613	2017-08-31 12:09:28GMT
rk19990217_1bvr157995	2017-08-31 09:18:02GMT
rk20051201_1bvr000201	2017-08-31 11:01:02GMT
rk20040430_1bvr233403	2017-08-31 11:20:50GMT
rk20061130_2bvr141805	2017-08-31 10:45:14GMT
rk20160510_1bvr232214	2017-08-31 12:07:00GMT
rk20030324_2bvr018003	2017-08-31 11:38:40GMT
rk20060707_2bvr052706	2017-08-31 10:50:50GMT
rk20061207_2bvr156006	2017-08-31 10:44:46GMT
rk20001007_1bvr152100	2017-08-31 08:48:46GMT
rk20170214_1bvr263915	2017-08-31 11:51:30GMT
rk20010810_2bvr166700	2017-08-31 08:32:04GMT
rk20050824_1bvr030903	2017-08-31 11:03:30GMT
rk20010214_2bvr148893	2017-08-31 08:41:14GMT
rk20090423_1bvr342408	2017-08-31 10:10:28GMT
rk20060118_2bvr106803	2017-08-31 10:58:56GMT
rk20150928_2bvr227413	2017-08-31 12:18:40GMT
rk20170919_1bvr171917	2018-03-07 13:56:38GMT
rk20111220_1bvr304811	2017-08-31 13:05:34GMT
rk20020703_1bvr215101	2017-08-31 08:14:00GMT
rk20171108_2bvr136617	2018-03-07 13:59:38GMT
rk20160517_1bvr215014	2017-08-31 12:06:50GMT
rk20090305_2bvr161506	2017-08-31 10:12:42GMT
rk20150223_2bvr131212	2017-08-31 12:27:50GMT
